99,18,63,9,9,SW,1215,2428
99,18,63,9,9,SE,1215,2436
99,18,72,9,9,S,1134,2255
99,18,72,9,9,SW,1134,2275
99,18,72,9,9,SE,1134,2284
99,27,81,18,18,S,1215,2432
99,27,81,18,18,SW,1215,2447
99,27,81,18,18,SE,1215,2456
108,18,72,9,9,S,1296,2568
108,18,72,9,9,SW,1296,2591
108,18,72,9,9,SE,1296,2600
108,18,81,9,9,S,1215,2416
108,18,81,9,9,SW,1215,2438
108,18,81,9,9,SE,1215,2448
108,18,90,9,9,S,1134,2263
108,18,90,9,9,SW,1134,2284
108,18,90,9,9,SE,1134,2295
108,27,90,18,18,S,1296,2592
108,27,90,18,18,SW,1296,2609
108,27,90,18,18,SE,1296,2619
117,18,90,9,9,S,1296,2574
117,18,90,9,9,SW,1296,2599
117,18,90,9,9,SE,1296,2610
117,18,99,9,9,S,1215,2423
117,18,99,9,9,SW,1215,2446
117,18,99,9,9,SE,1215,2459
126,18,108,9,9,S,1296,2582
126,18,108,9,9,SW,1296,2670
126,18,108,9,9,SE,1296,2621
30,45,7.5,23 ,22.5,3 ,1181.25,2326 
30,45,7.5,23 ,22.5,1 ,1181.25,2326 
30,45,7.5,23 ,22.5,2 ,1181.25,2329 
97.5,22.5,67.5,15 ,15,1 ,1181.25,2354 
36,36,9,9 ,9,1 ,1215,2369 
54,27,27,9 ,9,1 ,1215,2374 
36,36,9,9 ,9,2 ,1215,2374 
36,36,9,9 ,9,3 ,1215,2374 
54,27,27,9 ,9,3 ,1215,2374 
36,50.4,21.6,29 ,28.8,3 ,1192.32,2374 
36,50.4,21.6,29 ,28.8,2 ,1192.32,2376 
36,50.4,21.6,29 ,28.8,1 ,1192.32,2377 
97.5,22.5,67.5,15 ,15,2 ,1181.25,2380 
70.2,23.4,54.6,8 ,7.8,1 ,1216.8,2386 
54,27,27,9 ,9,2 ,1215,2388 
81,18,27,9 ,9,1 ,1215,2388 
97.5,22.5,67.5,15 ,15,3 ,1181.25,2393 
63,27,27,18 ,18,2 ,1215,2394 
63,27,27,18 ,18,1 ,1215,2394 
89.7,27.6,62.1,21 ,20.7,2 ,1190.25,2397 
70.2,23.4,54.6,8 ,7.8,3 ,1216.8,2398 
89.7,27.6,62.1,20.7,20.7,3 ,1190.25,2402 
27,54,9,27,27,3 ,1215,2402 
48.6,56.7,32.4,48.6,48.6,1 ,1180.98,2406 
70.2,23.4,54.6,7.8,7.8,2 ,1216.8,2406 
27,54,9,27,27,2 ,1215,2406 
27,54,9,27,27,1 ,1215,2407 
63,27,27,18,18,3 ,1215,2408 
45,54,27,45,45,3 ,1215,2409 
54,36,27,27,27,1 ,1215,2411 
81,18,27,9,9,3 ,1215,2411 
81,18,27,9,9,2 ,1215,2413 
81,27,54,18,18,1 ,1215,2414 
54,36,27,27,27,3 ,1215,2419 
92.4,33.6,75.6,25.2,25.2,1 ,1199.52,2419 
54,36,27,27,27,2 ,1215,2419 
81,27,54,18,18,3 ,1215,2428 
92.4,33.6,75.6,25.2,25.2,2 ,1199.52,2431 
63,45,45,36,36,1 ,1215,2433 
81,27,54,18,18,2 ,1215,2433 
92.4,33.6,75.6,25.2,25.2,3 ,1199.52,2436 
81,36,63,27,27,3 ,1215,2437 
81,36,63,27,27,1 ,1215,2439 
81,36,63,27,27,2 ,1215,2449 
45,54,27,45,45,2 ,1215,2453 
45,54,27,45,45,1 ,1215,2454 
63,45,45,36,36,3 ,1215,2454 
63,45,45,36,36,2 ,1215,2456 
89.7,27.6,62.1,20.7,20.7,1 ,1190.25,2723 
50.4,36,21.6,14.4,14.4,1 ,1503.36,2928 
69.3,25.2,37.8,6.3,6.3,1 ,1508.22,2928 
50.4,36,21.6,14.4,14.4,2 ,1503.36,2936 
112.5,22.5,67.5,15,15,1 ,1518.75,2938 
50.4,36,21.6,14.4,14.4,3 ,1503.36,2938 
69.3,25.2,37.8,6.3,6.3,2 ,1508.22,2944 
69.3,25.2,37.8,6.3,6.3,3 ,1508.22,2949 
37.8,50.4,12.6,31.5,31.5,1 ,1508.22,2964 
37.8,50.4,12.6,31.5,31.5,2 ,1508.22,2964 
37.8,50.4,12.6,31.5,31.5,3 ,1508.22,2967 
89.7,48.3,69,41.4,41.4,1 ,1475.91,2978 
34.5,55.2,13.8,27.6,27.6,2 ,1523.52,2983 
89.7,48.3,69,41.4,41.4,2 ,1475.91,2987 
89.7,48.3,69,41.4,41.4,3 ,1475.91,2987 
66,33,33,19.8,19.8,1 ,1524.6,2987 
34.5,55.2,13.8,27.6,27.6,1 ,1523.52,2995 
34.5,55.2,13.8,27.6,27.6,3 ,1523.52,2996 
66,33,33,19.8,19.8,2 ,1524.6,2999 
66,33,33,19.8,19.8,3 ,1524.6,3002 
112.5,22.5,67.5,15,15,2 ,1518.75,3025 
112.5,22.5,67.5,15,15,3 ,1518.75,3033 
70.2,31.2,54.6,7.8,7.8,1 ,1764.36,3415 
70.2,31.2,54.6,7.8,7.8,2 ,1764.36,3427 
70.2,31.2,54.6,7.8,7.8,3 ,1764.36,3435 
112.2,19.8,33,13.2,13.2,1 ,1785.96,3500 
89.7,27.6,48.3,13.8,13.8,1 ,1809.18,3523 
112.2,19.8,33,13.2,13.2,2 ,1785.96,3524 
112.2,19.8,33,13.2,13.2,3 ,1785.96,3527 
89.7,27.6,48.3,13.8,13.8,2 ,1809.18,3543 
89.7,27.6,48.3,13.8,13.8,3 ,1809.18,3548 
39.6,59.4,26.4,19.8,19.8,2 ,1829.52,3570 
39.6,59.4,26.4,19.8,19.8,1 ,1829.52,3573 
39.6,59.4,26.4,19.8,19.8,3 ,1829.52,3573 
86.4,28.8,28.8,14.4,14.4,1 ,2073.6,4013 
86.4,28.8,28.8,14.4,14.4,2 ,2073.6,4037 
86.4,28.8,28.8,14.4,14.4,3 ,2073.6,4039 
114,24,54,12,12,1 ,2088,4058 
114,24,54,12,12,2 ,2088,4088 
114,24,54,12,12,3 ,2088,4094 
97.2,32.4,64.8,16.2,16.2,2 ,2099.52,4101 
97.2,32.4,64.8,16.2,16.2,1 ,2099.52,4108 
97.2,32.4,64.8,16.2,16.2,3 ,2099.52,4108 
62.1,41.4,27.6,6.9,6.9,1 ,2380.5,4568 
62.1,41.4,27.6,6.9,6.9,2 ,2380.5,4579 
62.1,41.4,27.6,6.9,6.9,3 ,2380.5,4583 
43.2,64.8,28.8,14.4,14.4,2 ,2384.64,4606 
43.2,64.8,28.8,14.4,14.4,1 ,2384.64,4611 
43.2,64.8,28.8,14.4,14.4,3 ,2384.64,4611 
112.5,22.5,15,7.5,7.5,1 ,2418.75,4661 
69.3,44.1,25.2,25.2,25.2,1 ,2421.09,4679 
69.3,44.1,25.2,25.2,25.2,2 ,2421.09,4694 
69.3,44.1,25.2,25.2,25.2,3 ,2421.09,4694 
112.5,22.5,15,7.5,7.5,3 ,2418.75,4700 
112.5,22.5,15,7.5,7.5,2 ,2418.75,4701 
46.2,72.6,26.4,26.4,26.4,2 ,2657.16,5145 
46.2,72.6,26.4,26.4,26.4,3 ,2657.16,5147 
46.2,72.6,26.4,26.4,26.4,1 ,2657.16,5150 
99,46.2,72.6,26.4,26.4,1 ,2657.16,5158 
99,46.2,72.6,26.4,26.4,2 ,2657.16,5173 
99,46.2,72.6,26.4,26.4,3 ,2657.16,5178 
66,72,48,42,42,3 ,2736,5337 
67.5,90,45,75,75,3 ,2700,5340 
66,72,48,42,42,1 ,2736,5341 
66,72,48,42,42,2 ,2736,5341 
67.5,90,45,75,75,2 ,2700,5350 
67.5,90,45,75,75,1 ,2700,5356 
96.6,34.5,55.2,6.9,6.9,1 ,2951.82,5651 
42,72,6,12,12,2 ,2952,5663 
42,72,6,12,12,1 ,2952,5665 
42,72,6,12,12,3 ,2952,5665 
56.7,56.7,8.1,32.4,32.4,1 ,2952.45,5671 
96.6,34.5,55.2,6.9,6.9,2 ,2951.82,5674 
59.4,52.8,6.6,26.4,26.4,1 ,2962.08,5678 
56.7,56.7,8.1,32.4,32.4,2 ,2952.45,5679 
96.6,34.5,55.2,6.9,6.9,3 ,2951.82,5681 
56.7,56.7,8.1,32.4,32.4,3 ,2952.45,5683 
59.4,52.8,6.6,26.4,26.4,2 ,2962.08,5689 
59.4,52.8,6.6,26.4,26.4,3 ,2962.08,5692 
43.5,95.7,17.4,69.6,69.6,2 ,2951.91,5772 
43.5,95.7,17.4,69.6,69.6,3 ,2951.91,5775 
43.5,95.7,17.4,69.6,69.6,1 ,2951.91,5784 
156,48,126,36,36,1 ,2952,5784 
156,48,126,36,36,2 ,2952,5808 
156,48,126,36,36,3 ,2952,5818 
134.4,25.2,42,8.4,8.4,1 ,3034.08,5835 
84,78,66,54,54,3 ,2988,5856 
84,78,66,54,54,1 ,2988,5859 
84,78,66,54,54,2 ,2988,5861 
99,39.6,33,26.4,26.4,1 ,3049.2,5873 
81.9,50.4,56.7,18.9,18.9,1 ,3056.13,5875 
134.4,25.2,42,8.4,8.4,2 ,3034.08,5877 
134.4,25.2,42,8.4,8.4,3 ,3034.08,5881 
81.9,50.4,56.7,18.9,18.9,2 ,3056.13,5884 
44.1,100.8,25.2,56.7,56.7,3 ,3016.44,5891 
81.9,50.4,56.7,18.9,18.9,3 ,3056.13,5891 
44.1,100.8,25.2,56.7,56.7,2 ,3016.44,5892 
99,39.6,33,26.4,26.4,3 ,3049.2,5897 
99,39.6,33,26.4,26.4,2 ,3049.2,5899 
44.1,100.8,25.2,56.7,56.7,1 ,3016.44,5905 
132.3,56.7,100.8,44.1,44.1,1 ,3056.13,5982 
132.3,56.7,100.8,44.1,44.1,2 ,3056.13,6001 
132.3,56.7,100.8,44.1,44.1,3 ,3056.13,6003 
