240.0, 138.0, 222.0, 48.0, 132.0
306.0, 48.0, 276.0, 42.0, 42.0
222.0, 162.0, 204.0, 156.0, 36.0
132.0, 42.0, 90.0, 24.0, 24.0
45.0, 90.0, 18.0, 27.0, 27.0
63.0, 99.0, 36.0, 81.0, 54.0
72.0, 90.0, 45.0, 81.0, 81.0
171.0, 27.0, 63.0, 18.0, 18.0
3000,6.9,241.5, 165.6, 227.7, 41.4, 158.7
